TestMatchNumber,Wicket,Batter,dismissalMode,Fielder,Runs,innings,opponent,venue,country,matchDate,match,video,description,Milestone,fieldingPosition,wktDetails,player,overs
1,1,SPD Smith,caught,RG Sharma,28,1,v Australia,Sydney,Australia,23 Jan 2016,ODI # 3727,bumrah-odi-wkt-1,"very poor shot. Bumrah gets his first wicket. Smith picks out midwicket. Short delivery on off, Smith plays a nothing pull straight o short midwicket. Bumrah is jubilant. Big big wicket for India, this could put Australia behind the 8-ball for a while..",,InField,"1. SPD Smith c RG Sharma b Bumrah
Test Match#: 1.0: v Australia at Sydney in 2016 (1st innings)",Bumrah-ODI,11.5
1,2,JP Faulkner,bowled,,1,1,v Australia,Sydney,Australia,23 Jan 2016,ODI # 3727,bumrah-odi-wkt-2,"oh, Bumrah, what a delivery. Takes out Faulkner's off stump with a perfect yorker that the batsman plays all around.",,,"2. JP Faulkner b  Bumrah
Test Match#: 1.0: v Australia at Sydney in 2016 (1st innings)",Bumrah-ODI,48.1
2,3,CJ Chibhabha,bowled,,13,1,v Zimbabwe,Harare,,11 Jun 2016,ODI # 3742,bumrah-odi-wkt-3,"the off stump has been flattened! This one was full from wide of the crease, Chibhabha planted his foot forward but was late on the defensive shot as the ball sneaks past the inside edge to deflect onto the stumps off the pad. The late inswing did him in. Zimbabwe in trouble..",,,"3. CJ Chibhabha b  Bumrah
Test Match#: 2.0: v Zimbabwe at Harare in 2016 (1st innings)",Bumrah-ODI,13.1
2,4,V Sibanda,caught,MS Dhoni,5,1,v Zimbabwe,Harare,,11 Jun 2016,ODI # 3742,bumrah-odi-wkt-4,"there's the wicket, and you have to say lack of temperament has resulted in that. It was short and wide, there to play the cut, but Sibanda was undone by the extra bounce as the thick edge is pouched by Dhoni. Sibanda made a mistake of going under the ball rather than getting on top of the bounce..",,Keeper,"4. V Sibanda c MS Dhoni b Bumrah
Test Match#: 2.0: v Zimbabwe at Harare in 2016 (1st innings)",Bumrah-ODI,19.2
2,5,E Chigumbura,bowled,,41,1,v Zimbabwe,Harare,,11 Jun 2016,ODI # 3742,bumrah-odi-wkt-5,"you miss and I hit' stuff. Length ball on middle from wide of the crease, Chigumbura shaped to pull but the ball cut back in to beat the inside edge and hit leg stump. Industrious knock, but couldn't get the impetus.",,,"5. E Chigumbura b  Bumrah
Test Match#: 2.0: v Zimbabwe at Harare in 2016 (1st innings)",Bumrah-ODI,49.3
2,6,TL Chatara,caught,AT Rayudu,4,1,v Zimbabwe,Harare,,11 Jun 2016,ODI # 3742,bumrah-odi-wkt-6,"excellent calling from Rayudu. He ensured he called early to get underneath that mistimed skier, but it wasn't easy as he was looking into the sun while running in from mid-on. But ensured he kept his eyes on the ball, made the late adjustment by moving back a touch to complete the catch. Best bowling figures for Bumrah.",,InField,"6. TL Chatara c AT Rayudu b Bumrah
Test Match#: 2.0: v Zimbabwe at Harare in 2016 (1st innings)",Bumrah-ODI,49.5
3,7,R Mutumbami,caught,MS Dhoni,2,1,v Zimbabwe,Harare,,13 Jun 2016,ODI # 3744,bumrah-odi-wkt-7,"inside edge as the ball nips in sharply and the finger goes up! Short delivery that pitched well outside off and jagged in sharply off the pitch to get a faint inside edge and Dhoni did the rest by going to his left. Mutumbami shakes his head, but replays show there was something the ball touched on its way. Looks like bat unless more replays suggest otherwise.",,Keeper,"7. R Mutumbami c MS Dhoni b Bumrah
Test Match#: 3.0: v Zimbabwe at Harare in 2016 (1st innings)",Bumrah-ODI,30.2
4,8,T Maruma,bowled,,17,1,v Zimbabwe,Harare,,15 Jun 2016,ODI # 3746,bumrah-odi-wkt-8,"got him! That's a beauty. He has got the ball to cut back in all afternoon, and has been finally rewarded. There was no conviction whatsoever from Maruma who pushes outside the line of the stumps, only to see the ball break back in to sneak through and flatten the off stump. He made the mistake of simply hanging his bat out, and paid the price.",,,"8. T Maruma b  Bumrah
Test Match#: 4.0: v Zimbabwe at Harare in 2016 (1st innings)",Bumrah-ODI,32.5
4,9,E Chigumbura,caught,MS Dhoni,0,1,v Zimbabwe,Harare,,15 Jun 2016,ODI # 3746,bumrah-odi-wkt-9,"sets him up superbly! He was waiting for a short one and was well inside the crease. Bumrah does well to float it full as the ball tails away just a touch to take the edge through to MS Dhoni. 350th victim for the Indian captain. Smiles all around. Chigumbura is out for another duck, his poor run of form continues. Zimbabwe on a free-fall, not for the first time in the series..",,Keeper,"9. E Chigumbura c MS Dhoni b Bumrah
Test Match#: 4.0: v Zimbabwe at Harare in 2016 (1st innings)",Bumrah-ODI,32.6
4,10,R Mutumbami,caught,KL Rahul,4,1,v Zimbabwe,Harare,,15 Jun 2016,ODI # 3746,bumrah-odi-wkt-10,"beautiful ball from Bumrah. This one holds its line after pitching on off, Mutumbami is drawn forward by the length and gets thick edge as Rahul dives low to his left to complete the catch at slip . The ball flew off the bat, but Rahul kept his eyes on the ball right till it lodged into his hands. He put down a few the other day, both at training and in the match, but has looked much sharper today..",,slip-cordon,"10. R Mutumbami c KL Rahul b Bumrah
Test Match#: 4.0: v Zimbabwe at Harare in 2016 (1st innings)",Bumrah-ODI,34.3
4,11,T Mupariwa,caught,MK Pandey,1,1,v Zimbabwe,Harare,,15 Jun 2016,ODI # 3746,bumrah-odi-wkt-11,"outside edge, and gone again. This time, it's Pandey at second slip. Mupariwa goes for an expansive drive again, but looked to do so with an opened-face, was clearly beaten by the pace of the ball as the edge flew into Pandey's safe hands. Bumrah is having a field day, and the angles have once again worked wonderfully for him. He's had a few nip back in, while others have held their line to cause the confusion. Top stuff this.",,slip-cordon,"11. T Mupariwa c MK Pandey b Bumrah
Test Match#: 4.0: v Zimbabwe at Harare in 2016 (1st innings)",Bumrah-ODI,36.4
6,12,AP Devcich,caught,AR Patel,7,1,v New Zealand,Delhi,India,20 Oct 2016,ODI # 3797,bumrah-odi-wkt-12,"a one-handed screamer from Axar. Not a great catch just because it was with one hand. A slower ball from Bumrah, Devich gets across and paddles him over short fine leg. or that's what it looks like. Axar keeps his eyes on the ball even as the ball seems to evade him, but he stick out his right hand (his non-dominant) and clings on. NZ sink deeper.",,Outfield,"12. AP Devcich c AR Patel b Bumrah
Test Match#: 6.0: v New Zealand at Delhi in 2016 (1st innings)",Bumrah-ODI,45.1
6,13,TG Southee,bowled,,0,1,v New Zealand,Delhi,India,20 Oct 2016,ODI # 3797,bumrah-odi-wkt-13,"and gets him this time with an even better yorker. The first one was slightly leg side-ish, but he adjusts the line this time. More towards off stump, goes under Southee's bat and pegs back the off stump. A fantastic display of end-overs bowling, especially to new batsmen..",,,"13. TG Southee b  Bumrah
Test Match#: 6.0: v New Zealand at Delhi in 2016 (1st innings)",Bumrah-ODI,45.5
6,14,MJ Henry,bowled,,6,1,v New Zealand,Delhi,India,20 Oct 2016,ODI # 3797,bumrah-odi-wkt-14,"slower ball and goes through Henry. Way too early into his heave. A yorker and a slower ball does for Henry, the yorker equally responsible for this wicket. Henry swings across the line, misses and the off stump is pegged back again.",,,"14. MJ Henry b  Bumrah
Test Match#: 6.0: v New Zealand at Delhi in 2016 (1st innings)",Bumrah-ODI,49.2
7,15,MJ Santner,caught,V Kohli,7,1,v New Zealand,Mohali,India,23 Oct 2016,ODI # 3798,bumrah-odi-wkt-15,"held on the pitch, produced the leading edge and point takes the catch gleefully. It was back of a length. It was on the pads. The flick shot wasn't the worst one, but he is trumped by the ball coming at him a lot slower than he expected. Kohli, the catcher, sticks his tongue out in celebration. Santner, the departing batsman, jams his bat into the turf. Sums up the theme of the match.",,InField,"15. MJ Santner c V Kohli b Bumrah
Test Match#: 7.0: v New Zealand at Mohali in 2016 (1st innings)",Bumrah-ODI,34.2
7,16,TA Boult,bowled,,1,1,v New Zealand,Mohali,India,23 Oct 2016,ODI # 3798,bumrah-odi-wkt-16,"backs away to flay the ball through cover, and he would have had it not been for Bumrah trumping him with some very clever change of pace. Flashes a big smile after felling the off stump.",,,"16. TA Boult b  Bumrah
Test Match#: 7.0: v New Zealand at Mohali in 2016 (1st innings)",Bumrah-ODI,49.4
8,17,TWM Latham,caught,J Yadav,19,2,v New Zealand,Visakhapatnam,India,29 Oct 2016,ODI # 3800,bumrah-odi-wkt-17,"pops it to mid-on! Jayant whoops having made his little contribution on debut, picking up the catch. Latham goes for a flick through midwicket, but this back of a length ball has held up on the pitch, and takes the leading edge. I wonder if this was a plan, making the bowler go around the stumps to keep Latham playing the flick and hoping for a ball - like this one - to misbehave.",,InField,"17. TWM Latham c J Yadav b Bumrah
Test Match#: 8.0: v New Zealand at Visakhapatnam in 2016 (1st innings)",Bumrah-ODI,5.6
9,18,JE Root,caught,HH Pandya,78,1,v England,Pune,India,15 Jan 2017,ODI # 3819,bumrah-odi-wkt-18,"misjudged to begin with but Pandya adjusts well to take the catch at long-on. Another wily slower ball from Bumrah, Root clears the front leg to slog this length ball straight to long-on. Pandya has started to run in, then realises it is sailing over, and then backtracks to take it overhead.",,Outfield,"18. JE Root c HH Pandya b Bumrah
Test Match#: 9.0: v England at Pune in 2017 (1st innings)",Bumrah-ODI,41.4
9,19,BA Stokes,caught,UT Yadav,62,1,v England,Pune,India,15 Jan 2017,ODI # 3819,bumrah-odi-wkt-19,Bumrah gets a wicket. Will this slow England down? Bouncer from over the wicket. A good one. At his left shoulder. Stokes mis-hits the pull and finds deep midwicket. That innings has turned the momentum for England.,,Outfield,"19. BA Stokes c UT Yadav b Bumrah
Test Match#: 9.0: v England at Pune in 2017 (1st innings)",Bumrah-ODI,47.1
10,20,AD Hales,caught,MS Dhoni,14,2,v England,Cuttack,,19 Jan 2017,ODI # 3821,bumrah-odi-wkt-20,"an early breakthrough for India! Bumrah removes Hales, short of a length ball that cuts away just a touch, Hales is drawn towards it and he feathers it through for a simple catch to Dhoni.",,Keeper,"20. AD Hales c MS Dhoni b Bumrah
Test Match#: 10.0: v England at Cuttack in 2017 (1st innings)",Bumrah-ODI,3.5
10,21,CR Woakes,bowled,,5,2,v England,Cuttack,,19 Jan 2017,ODI # 3821,bumrah-odi-wkt-21,"off stump goes back! Another subtle change of pace. It's a length ball at off stump, Woakes tries to heave to the leg side and is far too early on the stroke. Excellent delivery.",,,"21. CR Woakes b  Bumrah
Test Match#: 10.0: v England at Cuttack in 2017 (1st innings)",Bumrah-ODI,44.2
11,22,MM Ali,caught,RA Jadeja,2,1,v England,Eden Gardens,India,22 Jan 2017,ODI # 3824,bumrah-odi-wkt-22,"top-edge, onto helmet and taken at backward point. Moeen's bounced out. He looks extremely suspect against this line of attack. The umpires ask the batsman to wait to check the no-ball, but this time Bumrah's fine. He cramps the batsman for room, makes sure the ball was rising up over his shoulder, up at his nose. And in such cases, the hook, with no room to work with, is a poor shot. Although usually it sails over the keeper's head....",,InField,"22. MM Ali c RA Jadeja b Bumrah
Test Match#: 11.0: v England at Eden Gardens in 2017 (1st innings)",Bumrah-ODI,42.6
14,23,CH Morris,caught,B Kumar,4,1,v South Africa,The Oval,England,11 Jun 2017,ODI # 3886,bumrah-odi-wkt-23,"top edge and it's taken by square leg. South Africa continue to self-destruct. Who's let Dee Dee near the red button?! (Sorry to those who've never watched Dexter's Lab). Right, onto describing things. It's a short ball, on off stump, Morris takes it on with a big heave. But he has no room to play the pull and the lesson of what happens to a batsman when he plays that shot regardless will be etched into his mind forever.",,InField,"23. CH Morris c B Kumar b Bumrah
Test Match#: 14.0: v South Africa at The Oval in 2017 (1st innings)",Bumrah-ODI,36.4
14,24,AL Phehlukwayo,lbw,,4,1,v South Africa,The Oval,England,11 Jun 2017,ODI # 3886,bumrah-odi-wkt-24,"whew, that's mighty close. And Kohli asks Dhoni, then Bumrah, then chooses to review. All this needs to do is hit Phehlukwayo in line. It was a low full toss, straight, and definitely hitting the stumps. Phehlukwayo misses the full toss and is truck in line, the ball goes on to hit the stumps and SA slump further. He has missed a straight full toss. Umpire Reiffel somehow missed that one.",,,"24. AL Phehlukwayo lbw  Bumrah
Test Match#: 14.0: v South Africa at The Oval in 2017 (1st innings)",Bumrah-ODI,40.1
15,25,Mosaddek Hossain,caught,JJ Bumrah,15,1,v Bangladesh,Birmingham,England,15 Jun 2017,ODI # 3891,bumrah-odi-wkt-25,"six down. That's excellent bowling from Bumrah. Hit the deck hard again, but this time he angled it into the batsman's body. Mosaddek looked to pull, but he was cramped for room and could only offer a return catch looped back off the high part of the bat, near the sticker.",Yes,return catch,"25. Mosaddek Hossain c JJ Bumrah b Bumrah
Test Match#: 15.0: v Bangladesh at Birmingham in 2017 (1st innings)",Bumrah-ODI,42.3
15,26,Mahmudullah,bowled,,21,1,v Bangladesh,Birmingham,England,15 Jun 2017,ODI # 3891,bumrah-odi-wkt-26,"gone, that's deadly. Saw Mahmudullah stepping out and trying to make some room, and speared in the perfect yorker that sneaked under his bat and took out off stump.",,,"26. Mahmudullah b  Bumrah
Test Match#: 15.0: v Bangladesh at Birmingham in 2017 (1st innings)",Bumrah-ODI,44.6
17,27,NLTC Perera,bowled,,0,1,v Sri Lanka,Dambulla,,20 Aug 2017,ODI # 3905,bumrah-odi-wkt-27,"clean bowled. Meek Surrender is the cliche documentary title for this innings, if you're a filmmaker watching this. Overpitched at middle stump. Unlike a nice straight drive earlier in the over, he goes across the line. Looks to drill this through midwicket but he's missed by a long way. Watch the wicket here. (available in the subcontinent only, excluding Sri Lanka)..",,,"27. NLTC Perera b  Bumrah
Test Match#: 17.0: v Sri Lanka at Dambulla in 2017 (1st innings)",Bumrah-ODI,35.5
17,28,MVT Fernando,bowled,,0,1,v Sri Lanka,Dambulla,,20 Aug 2017,ODI # 3905,bumrah-odi-wkt-28,"bowled him. Length ball, skids through quickly and into the batsman. In other words, the Bumrah stock ball. Smashes the top of off stump, slipping in via the big gap in number eleven's forward defence. Watch the wicket here. (available in the subcontinent only, excluding Sri Lanka)..",,,"28. MVT Fernando b  Bumrah
Test Match#: 17.0: v Sri Lanka at Dambulla in 2017 (1st innings)",Bumrah-ODI,43.2
18,29,N Dickwella,caught,S Dhawan,31,1,v Sri Lanka,Pallekele,Sri lanka,24 Aug 2017,ODI # 3906,bumrah-odi-wkt-29,"gone! 125 kph, the fourth offcutter of the over. Slow down leg, Dickwella backs away and is flummoxed into playing early (despite it being the fourth straight slower ball). He does and chips a catch to Dhawan at midwicket who leaps up and to his left. That's another start Dickwella has thrown away.",,InField,"29. N Dickwella c S Dhawan b Bumrah
Test Match#: 18.0: v Sri Lanka at Pallekele in 2017 (1st innings)",Bumrah-ODI,7.4
18,30,TAM Siriwardana,caught,RG Sharma,58,1,v Sri Lanka,Pallekele,Sri lanka,24 Aug 2017,ODI # 3906,bumrah-odi-wkt-30,"and gone! 111 kph, slower delivery on off. Siriwardana looks to go straight but the ball skews off the outside half and lobs to cover. An easy catch. But that was a terrific knock, the best of the series for Sri Lanka..",,,"30. TAM Siriwardana c RG Sharma b Bumrah
Test Match#: 18.0: v Sri Lanka at Pallekele in 2017 (1st innings)",Bumrah-ODI,44.6
18,31,CK Kapugedera,bowled,,40,1,v Sri Lanka,Pallekele,Sri lanka,24 Aug 2017,ODI # 3906,bumrah-odi-wkt-31,"135 kph, gone underneath the bat this time. Full and straight, Kapugedara can't do much. Gets his hands down too late and the ball sneaks under the bat..",,,"31. CK Kapugedera b  Bumrah
Test Match#: 18.0: v Sri Lanka at Pallekele in 2017 (1st innings)",Bumrah-ODI,46.6
18,32,A Dananjaya,caught,AR Patel,9,1,v Sri Lanka,Pallekele,Sri lanka,24 Aug 2017,ODI # 3906,bumrah-odi-wkt-32,"the slower ball and gone! Short and slow on off, Dananjaya slices a pull straight up. Axar runs across from mid-off and takes an easy catch.",,InField,"32. A Dananjaya c AR Patel b Bumrah
Test Match#: 18.0: v Sri Lanka at Pallekele in 2017 (1st innings)",Bumrah-ODI,48.2
19,33,N Dickwella,lbw,,13,1,v Sri Lanka,Pallekele,Sri lanka,27 Aug 2017,ODI # 3907,bumrah-odi-wkt-33,"another massive appeal for lbw as Dickwella swings right across the line. Bumrah is certain this is out, he's trying to convince Kohli to go for the review, and he finally has. India might have their man here, folks. Searing yorker, beats Dickwella, having pitched on leg stump, hits him low on the pads in front of middle, and then HawkEye projects it to crash into the stumps. Umpire Wilson changes his decision and Sri Lanka have lost their in-form opener early.",,,"33. N Dickwella lbw  Bumrah
Test Match#: 19.0: v Sri Lanka at Pallekele in 2017 (1st innings)",Bumrah-ODI,3.4
19,34,BKG Mendis,caught,RG Sharma,1,1,v Sri Lanka,Pallekele,Sri lanka,27 Aug 2017,ODI # 3907,bumrah-odi-wkt-34,"good grab at second slip by Rohit. The thick outside edge flies to him, demanding him to dive to his right, and he takes it with both hands. Super stuff. Of course, he has that chance to show off because Bumrah keeps hitting the deck and making the ball jag away. Mendis wafts at it, with his feet moving the other way from the shot, and pays for the mistake.",,slip-cordon,"34. BKG Mendis c RG Sharma b Bumrah
Test Match#: 19.0: v Sri Lanka at Pallekele in 2017 (1st innings)",Bumrah-ODI,7.4
19,35,HDRL Thirimanne,caught,KM Jadhav,80,1,v Sri Lanka,Pallekele,Sri lanka,27 Aug 2017,ODI # 3907,bumrah-odi-wkt-35,"chips it straight to midwicket! And guess who takes the catch? KJ! Takes a bit to make a set batsman look foolish and Bumrah does it with a slightly slower ball. Thirimanne wants to flick it away, but he ends up playing the shot too early and as a result, instead of the ball going squarer, it ends up at Jadhav's hands at midwicket. Gritty knock, untimely end.",,InField,"35. HDRL Thirimanne c KM Jadhav b Bumrah
Test Match#: 19.0: v Sri Lanka at Pallekele in 2017 (1st innings)",Bumrah-ODI,39.3
19,36,A Dananjaya,bowled,,2,1,v Sri Lanka,Pallekele,Sri lanka,27 Aug 2017,ODI # 3907,bumrah-odi-wkt-36,"swings across the line and the off stump is out of the ground. That's his fourth of the night, and his eighth in two games. Good length, seam up, nips back, too good for a No. 8.",,,"36. A Dananjaya b  Bumrah
Test Match#: 19.0: v Sri Lanka at Pallekele in 2017 (1st innings)",Bumrah-ODI,45.5
19,37,TAM Siriwardana,bowled,,29,1,v Sri Lanka,Pallekele,Sri lanka,27 Aug 2017,ODI # 3907,bumrah-odi-wkt-37,"maiden five-for! And he celebrates it with a huge smile on his face. Lovely stuff. Goes full, goes straight, and in response the stumps go flat. Siriwardana had his fun, but this slog doesn't work out..",,,"37. TAM Siriwardana b  Bumrah
Test Match#: 19.0: v Sri Lanka at Pallekele in 2017 (1st innings)",Bumrah-ODI,47.4
20,38,EMDY Munaweera,caught,MS Dhoni,11,2,v Sri Lanka,Colombo (RPS),,31 Aug 2017,ODI # 3908,bumrah-odi-wkt-38,"angles in a short of length delivery on middle and leg, Munaweera is on the hop as he looks to tickle this fine and gets a faint glove on it through to Dhoni. So another review that has gone in India's favour. Munaweera's inglorious debut is over. Looked to play a shot at every delivery, didn't connect half of those..",,Keeper,"38. EMDY Munaweera c MS Dhoni b Bumrah
Test Match#: 20.0: v Sri Lanka at Colombo (RPS) in 2017 (1st innings)",Bumrah-ODI,7.6
20,39,PM Pushpakumara,caught,HH Pandya,3,2,v Sri Lanka,Colombo (RPS),,31 Aug 2017,ODI # 3908,bumrah-odi-wkt-39,"helped to third man. This was a short ball, not a very threatening one though. Milinda swayed inside the line of the delivery and simply directed this straight to Hardik Pandya. As easy as they come. The end is near..",,Outfield,"39. PM Pushpakumara c HH Pandya b Bumrah
Test Match#: 20.0: v Sri Lanka at Colombo (RPS) in 2017 (1st innings)",Bumrah-ODI,41.2
21,40,WU Tharanga,caught,MS Dhoni,48,1,v Sri Lanka,Colombo (RPS),,3 Sep 2017,ODI # 3909,bumrah-odi-wkt-40,"what a comeback! The party is over and this is a beauty that has nipped him out. This one pitched at length on leg stump, deviated just a wee bit to square Tharanga up completely as he looked to play towards the on side, only managed a thin edge as Dhoni gobbled up that straightforward offering..",,Keeper,"40. WU Tharanga c MS Dhoni b Bumrah
Test Match#: 21.0: v Sri Lanka at Colombo (RPS) in 2017 (1st innings)",Bumrah-ODI,9.2
21,41,PM Pushpakumara,bowled,,8,1,v Sri Lanka,Colombo (RPS),,3 Sep 2017,ODI # 3909,bumrah-odi-wkt-41,"cleaned him up. This is a poor old-fashioned slog. Bumrah slipped in a high full toss that dipped, the batsman's head fell over completely as he looked to swing this over midwicket. Off and middle stump took a royal knock..",,,"41. PM Pushpakumara b  Bumrah
Test Match#: 21.0: v Sri Lanka at Colombo (RPS) in 2017 (1st innings)",Bumrah-ODI,46.5
22,42,HWR Cartwright,bowled,,1,2,v Australia,Chennai,India,17 Sep 2017,ODI # 3910,bumrah-odi-wkt-42,"bowled him! Bumrah's length is tough to pick for most, let alone a debutant. He sits on the back foot. And swipes across the line on length. It's just short of good length and skids through, as it does for Bumrah. Just above knee height and into the off stump.",,,"42. HWR Cartwright b  Bumrah
Test Match#: 22.0: v Australia at Chennai in 2017 (1st innings)",Bumrah-ODI,3.5
24,43,TM Head,bowled,,4,1,v Australia,Indore,India,24 Sep 2017,ODI # 3914,bumrah-odi-wkt-43,"goes straight through , 119 kph, it's a slower ball on middle and leg, the offcutter. Head plays with an angled bat, trying to find midwicket, but that means the ball has enough room to go through his flick and hit the stumps. Middle stump is uprooted. Australia losing their way.",,,"43. TM Head b  Bumrah
Test Match#: 24.0: v Australia at Indore in 2017 (1st innings)",Bumrah-ODI,45.3
24,44,PSP Handscomb,caught,MK Pandey,3,1,v Australia,Indore,India,24 Sep 2017,ODI # 3914,bumrah-odi-wkt-44,"sensational catching from Pandey. A slower delivery outside off is hit nicely to long-off, it looks like six for the entirety of its trajectory until Pandey gets around to his right, takes a reverse-cupped catch, realises he was stepping over the boundary and threw it back up in the air. Then, he nonchalantly got back in and took the catch, no fuss, no trouble..",,Outfield,"44. PSP Handscomb c MK Pandey b Bumrah
Test Match#: 24.0: v Australia at Indore in 2017 (1st innings)",Bumrah-ODI,47.5
25,45,MP Stoinis,lbw,,46,1,v Australia,Nagpur,India,1 Oct 2017,ODI # 3919,bumrah-odi-wkt-45,"given by umpire Erasmus. Stoinis reviews again. Umpire's call will decide this. Full on off, the ball has seamed back in prodigiously and struck Stoinis in front of off, beaten by discernible late lateral movement. No bat. Impact is umpire's call so Stoinis has to walk back. Fell over his stroke slightly.",,,"45. MP Stoinis lbw  Bumrah
Test Match#: 25.0: v Australia at Nagpur in 2017 (1st innings)",Bumrah-ODI,44.2
25,46,MS Wade,caught,AM Rahane,20,1,v Australia,Nagpur,India,1 Oct 2017,ODI # 3919,bumrah-odi-wkt-46,"135 kph, straight to the sweeper cover. Just five off that. A low full toss outside off, Wade gets underneath that but can only slice it away to the man on the sweeper boundary. Wade tried but that's a slightly under-par cameo.",,Outfield,"46. MS Wade c AM Rahane b Bumrah
Test Match#: 25.0: v Australia at Nagpur in 2017 (1st innings)",Bumrah-ODI,48.6
26,47,C Munro,caught,KD Karthik,28,2,v New Zealand,Wankhede,India,22 Oct 2017,ODI # 3928,bumrah-odi-wkt-47,"leading edge, goes straight up and Karthik takes the chance backpedalling from cover point. Munro's looked dreadful against the slower balls, and he's fallen to one. The offcutter from Bumrah, with no change in arm speed, and pitching on leg stump to draw the batsman into a flick. He does exactly that, playing too early, his bat wandering well in front of his body. End of a rather awkward stay in the middle..",,InField,"47. C Munro c KD Karthik b Bumrah
Test Match#: 26.0: v New Zealand at Wankhede in 2017 (1st innings)",Bumrah-ODI,9.3
27,48,KS Williamson,lbw,,3,1,v New Zealand,Pune,India,25 Oct 2017,ODI # 3931,bumrah-odi-wkt-48,"he's been given lbw and he will review it. It looks very out. Caught in the crease in front of middle stump as he was looking to whip this length ball away. There was angle into him, but this isn't going down drastically. Hits him on the flaps and there is no edge...tracker shows it's hitting middle on umpire's call.",,,"48. KS Williamson lbw  Bumrah
Test Match#: 27.0: v New Zealand at Pune in 2017 (1st innings)",Bumrah-ODI,5.4
27,49,MJ Santner,caught,V Kohli,29,1,v New Zealand,Pune,India,25 Oct 2017,ODI # 3931,bumrah-odi-wkt-49,"slices it to long-off. Hasn't been very comfortable today, Santner. Full ball at off stump. Gets the front leg out of the way and tries to go over extra cover with the angle but he toe-ends it to Kohli.",,Outfield,"49. MJ Santner c V Kohli b Bumrah
Test Match#: 27.0: v New Zealand at Pune in 2017 (1st innings)",Bumrah-ODI,48.5
